Date updated:,1-Jan-24,,,,,,,,,,,,,,,,,,,,,,,
1952,0.18,1.72%,2.27%,4.44%,4.41%,-0.35%, $519.62 , $128.51 , $203.19 , $382.20 , $220.57 , $167.64 ,16.43%,15.88%,13.71%,,0.91%,17.09%,0.81%,1.35%,3.50%,3.47%,-1.24%,
1953,-0.01,1.89%,4.14%,1.62%,11.52%,0.69%, $513.35 , $130.94 , $211.61 , $388.39 , $245.98 , $168.80 ,-3.10%,-5.35%,-2.83%,,0.60%,-1.80%,1.28%,3.52%,1.02%,10.85%,0.09%,
1954,0.53,0.94%,3.29%,6.16%,0.92%,0.57%, $783.18 , $132.17 , $218.57 , $412.31 , $248.25 , $169.77 ,51.63%,49.27%,46.41%,,-0.37%,53.13%,1.31%,3.68%,6.55%,1.30%,0.95%,
1955,0.33,1.72%,-1.34%,2.04%,0.00%,-0.03%," $1,038.47 ", $134.45 , $215.65 , $420.74 , $248.25 , $169.72 ,30.87%,33.93%,30.55%,,0.37%,32.10%,1.35%,-1.70%,1.66%,-0.37%,-0.40%,
1956,0.07,2.62%,-2.26%,-2.35%,0.91%,-0.11%," $1,115.73 ", $137.97 , $210.79 , $410.84 , $250.52 , $169.53 ,4.82%,9.70%,9.79%,,2.83%,4.48%,-0.20%,-4.94%,-5.04%,-1.86%,-2.86%,
1957,-0.10,3.22%,6.80%,-0.72%,2.72%,-0.11%, $999.05 , $142.42 , $225.11 , $407.89 , $257.33 , $169.33 ,-13.68%,-17.25%,-9.74%,,3.04%,-13.10%,0.18%,3.65%,-3.65%,-0.31%,-3.06%,
1958,0.44,1.77%,-2.10%,6.43%,0.66%,0.43%," $1,435.84 ", $144.93 , $220.39 , $434.11 , $259.03 , $170.06 ,41.95%,45.82%,37.29%,,1.76%,41.24%,0.01%,-3.79%,4.59%,-1.08%,-1.30%,
1959,0.12,3.39%,-2.65%,1.57%,0.11%,0.00%," $1,608.95 ", $149.84 , $214.56 , $440.95 , $259.31 , $170.06 ,8.67%,14.70%,10.48%,,1.52%,10.38%,1.84%,-4.10%,0.05%,-1.39%,-1.50%,
1960,0.00,2.87%,11.64%,6.66%,0.77%,0.48%," $1,614.37 ", $154.15 , $239.53 , $470.33 , $261.30 , $170.88 ,-2.54%,-11.30%,-6.33%,6.11%,1.36%,-1.01%,1.49%,10.14%,5.23%,-0.59%,-0.86%,
1961,0.27,2.35%,2.06%,5.10%,0.98%,-0.06%," $2,044.40 ", $157.77 , $244.46 , $494.32 , $263.85 , $170.78 ,24.29%,24.58%,21.54%,6.62%,0.67%,25.79%,1.67%,1.38%,4.40%,0.30%,-0.72%,
1962,-0.09,2.77%,5.69%,6.50%,0.32%,-0.06%," $1,864.26 ", $162.15 , $258.38 , $526.43 , $264.70 , $170.69 ,-11.58%,-14.51%,-15.31%,5.97%,1.23%,-9.92%,1.52%,4.41%,5.20%,-0.90%,-1.27%,
1963,0.23,3.16%,1.68%,5.46%,2.14%,-0.40%," $2,285.80 ", $167.27 , $262.74 , $555.19 , $270.38 , $170.01 ,19.46%,20.93%,17.15%,6.36%,1.65%,20.63%,1.49%,0.04%,3.76%,0.49%,-2.01%,
1964,0.16,3.55%,3.73%,5.16%,1.26%,0.03%," $2,661.02 ", $173.20 , $272.53 , $583.85 , $273.78 , $170.06 ,12.87%,12.69%,11.25%,6.53%,1.20%,15.04%,2.32%,2.50%,3.92%,0.06%,-1.16%,
1965,0.12,3.95%,0.72%,3.19%,1.66%,0.06%," $2,990.97 ", $180.04 , $274.49 , $602.47 , $278.32 , $170.16 ,8.45%,11.68%,9.21%,6.66%,1.92%,10.28%,1.99%,-1.18%,1.25%,-0.26%,-1.83%,
1966,-0.10,4.86%,2.91%,-3.45%,1.22%,0.03%," $2,692.74 ", $188.78 , $282.47 , $581.72 , $281.72 , $170.20 ,-14.83%,-12.88%,-6.53%,6.11%,3.36%,-12.90%,1.45%,-0.44%,-6.58%,-2.07%,-3.22%,
1967,0.24,4.29%,-1.58%,0.90%,2.32%,-0.51%," $3,333.69 ", $196.88 , $278.01 , $586.92 , $288.25 , $169.33 ,19.51%,25.38%,22.91%,6.57%,3.28%,19.87%,0.98%,-4.71%,-2.31%,-0.93%,-3.67%,
1968,0.11,5.34%,3.27%,4.85%,4.13%,12.47%," $3,694.23 ", $207.39 , $287.11 , $615.36 , $300.17 , $190.46 ,5.48%,7.54%,5.97%,6.60%,4.71%,5.83%,0.60%,-1.37%,0.13%,-0.55%,7.42%,
1969,-0.08,6.67%,-5.01%,-2.03%,6.99%,5.01%," $3,389.77 ", $221.22 , $272.71 , $602.90 , $321.16 , $200.00 ,-14.91%,-3.23%,-6.22%,6.33%,5.90%,-13.35%,0.73%,-10.31%,-7.48%,1.03%,-0.84%,
1970,0.04,6.39%,16.75%,5.65%,8.22%,-9.45%," $3,510.49 ", $235.36 , $318.41 , $636.96 , $347.55 , $181.10 ,-2.83%,-13.19%,-2.09%,5.90%,5.57%,-1.90%,0.78%,10.59%,0.08%,2.51%,-14.23%,
1971,0.14,4.33%,9.79%,14.00%,4.24%,16.69%," $4,009.72 ", $245.56 , $349.57 , $726.14 , $362.30 , $211.34 ,9.89%,4.43%,0.22%,5.87%,3.27%,10.61%,1.03%,6.31%,10.40%,0.95%,13.00%,
1972,0.19,4.06%,2.82%,11.41%,2.98%,48.78%," $4,761.76 ", $255.53 , $359.42 , $808.99 , $373.08 , $314.44 ,14.69%,15.94%,7.35%,6.08%,3.41%,14.84%,0.63%,-0.57%,7.74%,-0.42%,43.88%,
1973,-0.14,7.04%,3.66%,4.32%,3.42%,72.96%," $4,080.44 ", $273.51 , $372.57 , $843.92 , $385.85 , $543.85 ,-21.34%,-17.97%,-18.63%,5.50%,8.94%,-21.34%,-1.75%,-4.85%,-4.24%,-5.07%,58.76%,
1974,-0.26,7.85%,1.99%,-4.38%,10.07%,66.15%," $3,023.54 ", $294.97 , $379.98 , $806.95 , $424.72 , $903.59 ,-33.75%,-27.89%,-21.52%,4.64%,12.10%,-33.90%,-3.79%,-9.02%,-14.70%,-1.80%,48.22%,
1975,0.37,5.79%,3.61%,11.05%,6.77%,-24.80%," $4,142.10 ", $312.04 , $393.68 , $896.12 , $453.48 , $679.51 ,31.21%,33.39%,25.95%,5.17%,7.13%,27.88%,-1.25%,-3.29%,3.66%,-0.33%,-29.80%,
1976,0.24,4.98%,15.98%,19.75%,8.18%,-4.10%," $5,129.20 ", $327.57 , $456.61 ," $1,073.13 ", $490.57 , $651.65 ,18.85%,7.85%,4.08%,5.22%,5.04%,17.89%,-0.06%,10.42%,14.01%,2.99%,-8.70%,
1977,-0.07,5.26%,1.29%,9.95%,14.65%,22.64%," $4,771.20 ", $344.80 , $462.50 ," $1,179.96 ", $562.46 , $799.18 ,-12.24%,-8.27%,-16.93%,4.93%,6.68%,-12.80%,-1.33%,-5.05%,3.07%,7.48%,14.96%,
1978,0.07,7.18%,-0.78%,3.14%,15.72%,37.01%," $5,081.77 ", $369.55 , $458.90 ," $1,216.98 ", $650.90 ," $1,094.96 ",-0.67%,7.29%,3.37%,4.97%,8.99%,-2.27%,-1.66%,-8.96%,-5.37%,6.18%,25.71%,
1979,0.19,10.05%,0.67%,-2.01%,13.74%,126.55%," $6,022.89 ", $406.71 , $461.98 ," $1,192.53 ", $740.35 ," $2,480.62 ",8.47%,17.85%,20.53%,5.21%,13.25%,4.65%,-2.83%,-11.11%,-13.48%,0.43%,100.03%,
1980,0.32,11.39%,-2.99%,-3.32%,7.40%,15.19%," $7,934.26 ", $453.04 , $448.17 ," $1,152.99 ", $795.11 ," $2,857.32 ",20.34%,34.72%,35.05%,5.73%,12.35%,17.25%,-0.86%,-13.66%,-13.95%,-4.41%,2.52%,
1981,-0.05,14.04%,8.20%,8.46%,5.10%,-32.60%," $7,561.16 ", $516.63 , $484.91 ," $1,250.56 ", $835.62 ," $1,925.87 ",-18.74%,-12.90%,-13.16%,5.37%,8.91%,-12.50%,4.70%,-0.65%,-0.41%,-3.50%,-38.11%,
1982,0.20,10.60%,32.81%,29.05%,0.56%,15.62%," $9,105.08 ", $571.41 , $644.04 ," $1,613.88 ", $840.33 ," $2,226.74 ",9.82%,-12.40%,-8.63%,5.10%,3.83%,15.98%,6.53%,27.92%,24.30%,-3.14%,11.36%,
1983,0.22,8.62%,3.20%,16.19%,4.75%,-16.80%," $11,138.90 ", $620.65 , $664.65 ," $1,875.23 ", $880.25 ," $1,852.71 ",13.72%,19.14%,6.14%,5.34%,3.79%,17.87%,4.65%,-0.57%,11.95%,0.93%,-19.83%,
1984,0.06,9.54%,13.73%,15.62%,4.68%,-19.38%," $11,823.51 ", $679.87 , $755.92 ," $2,168.13 ", $921.43 ," $1,493.70 ",-3.39%,-7.59%,-9.47%,5.12%,4.04%,2.02%,5.28%,9.31%,11.13%,0.61%,-22.51%,
1985,0.31,7.47%,25.71%,23.86%,7.47%,6.00%," $15,516.60 ", $730.66 , $950.29 ," $2,685.50 ", $990.27 ," $1,583.33 ",23.76%,5.52%,7.37%,5.13%,3.79%,26.44%,3.55%,21.12%,19.34%,3.55%,2.13%,
1986,0.18,5.97%,24.28%,21.35%,9.61%,18.96%," $18,386.33 ", $774.27 ," $1,181.06 "," $3,258.97 "," $1,085.46 "," $1,883.48 ",12.53%,-5.79%,-2.86%,4.97%,1.19%,17.10%,4.73%,22.83%,19.93%,8.33%,17.56%,
1987,0.06,5.78%,-4.96%,2.81%,7.85%,24.53%," $19,455.08 ", $819.01 ," $1,122.47 "," $3,350.63 "," $1,170.69 "," $2,345.45 ",0.04%,10.77%,3.00%,5.07%,4.33%,1.42%,1.39%,-8.91%,-1.46%,3.37%,19.36%,
1988,0.17,6.67%,8.22%,14.38%,7.22%,-15.26%," $22,672.40 ", $873.62 ," $1,214.78 "," $3,832.52 "," $1,255.23 "," $1,987.65 ",9.87%,8.31%,2.15%,5.12%,4.41%,11.61%,2.16%,3.65%,9.55%,2.69%,-18.84%,
1989,0.31,8.11%,17.69%,15.95%,4.39%,-2.84%," $29,808.58 ", $944.49 ," $1,429.72 "," $4,443.77 "," $1,310.37 "," $1,931.20 ",23.36%,13.78%,15.53%,5.24%,4.64%,25.65%,3.32%,12.48%,10.81%,-0.24%,-7.15%,
1990,-0.03,7.50%,6.24%,6.28%,-0.69%,-3.11%," $28,895.11 "," $1,015.29 "," $1,518.87 "," $4,722.87 "," $1,301.36 "," $1,871.12 ",-10.56%,-9.30%,-9.35%,5.00%,6.25%,-8.77%,1.17%,-0.02%,0.02%,-6.53%,-8.81%,
1991,0.30,5.38%,15.00%,18.93%,-0.17%,-8.56%," $37,631.51 "," $1,069.87 "," $1,746.77 "," $5,616.82 "," $1,299.15 "," $1,711.00 ",24.86%,15.23%,11.31%,5.14%,2.98%,26.47%,2.33%,11.68%,15.49%,-3.06%,-11.20%,
1992,0.07,3.43%,9.36%,11.31%,0.82%,-5.73%," $40,451.51 "," $1,106.58 "," $1,910.30 "," $6,251.82 "," $1,309.77 "," $1,612.89 ",4.06%,-1.87%,-3.81%,5.03%,2.97%,4.40%,0.45%,6.21%,8.10%,-2.09%,-8.45%,
1993,0.10,3.00%,14.21%,15.47%,2.16%,17.68%," $44,483.33 "," $1,139.74 "," $2,181.77 "," $7,219.13 "," $1,338.01 "," $1,898.01 ",6.97%,-4.24%,-5.51%,4.90%,2.81%,6.96%,0.18%,11.09%,12.32%,-0.64%,14.46%,
1994,0.01,4.25%,-8.04%,-0.97%,2.52%,-2.17%," $45,073.14 "," $1,188.21 "," $2,006.43 "," $7,149.23 "," $1,371.67 "," $1,856.83 ",-2.93%,9.36%,2.29%,4.97%,2.60%,-1.24%,1.61%,-10.36%,-3.48%,-0.08%,-4.65%,
1995,0.37,5.49%,23.48%,21.29%,1.79%,0.98%," $61,838.19 "," $1,253.44 "," $2,477.55 "," $8,671.10 "," $1,396.25 "," $1,875.00 ",31.71%,13.71%,15.91%,5.08%,2.53%,33.81%,2.88%,20.43%,18.29%,-0.72%,-1.51%,
1996,0.23,5.01%,1.43%,3.42%,2.43%,-4.59%," $75,863.69 "," $1,316.18 "," $2,512.94 "," $8,967.28 "," $1,430.12 "," $1,789.00 ",17.68%,21.25%,19.27%,5.30%,3.38%,18.67%,1.57%,-1.89%,0.04%,-0.92%,-7.71%,
1997,0.33,5.06%,9.94%,12.75%,4.02%,-21.41%," $100,977.34 "," $1,382.80 "," $2,762.71 "," $10,110.98 "," $1,487.64 "," $1,406.01 ",28.04%,23.16%,20.35%,5.53%,1.70%,30.88%,3.31%,8.10%,10.87%,2.29%,-22.72%,
1998,0.28,4.78%,14.92%,7.63%,6.44%,-0.83%," $129,592.25 "," $1,448.84 "," $3,174.95 "," $10,882.19 "," $1,583.48 "," $1,394.38 ",23.56%,13.42%,20.71%,5.63%,1.61%,26.31%,3.12%,13.10%,5.93%,4.76%,-2.40%,
1999,0.21,4.64%,-8.25%,0.91%,7.68%,0.85%," $156,658.05 "," $1,516.05 "," $2,912.88 "," $10,980.88 "," $1,705.10 "," $1,406.25 ",16.25%,29.14%,19.98%,5.96%,2.68%,17.73%,1.91%,-10.65%,-1.72%,4.87%,-1.78%,
2000,-0.09,5.82%,16.66%,9.39%,9.29%,-5.44%," $142,508.98 "," $1,604.28 "," $3,398.03 "," $12,011.74 "," $1,863.53 "," $1,329.70 ",-14.85%,-25.69%,-18.42%,5.51%,3.44%,-12.05%,2.30%,12.78%,5.75%,5.66%,-8.58%,
2001,-0.12,3.40%,5.57%,8.54%,6.68%,0.75%," $125,622.01 "," $1,658.81 "," $3,587.37 "," $13,037.39 "," $1,987.97 "," $1,339.63 ",-15.25%,-17.42%,-20.39%,5.17%,1.60%,-13.24%,1.77%,3.91%,6.83%,4.99%,-0.84%,
2002,-0.22,1.61%,15.12%,12.14%,9.56%,25.57%," $98,027.82 "," $1,685.44 "," $4,129.65 "," $14,620.61 "," $2,178.02 "," $1,682.17 ",-23.57%,-37.08%,-34.11%,4.53%,2.48%,-23.85%,-0.85%,12.33%,9.43%,6.91%,22.53%,
2003,0.28,1.01%,0.38%,12.32%,9.81%,19.89%," $125,824.39 "," $1,702.44 "," $4,145.15 "," $16,421.34 "," $2,391.73 "," $2,016.72 ",27.35%,27.98%,16.04%,4.82%,2.04%,25.80%,-1.01%,-1.63%,10.08%,7.62%,17.50%,
2004,0.11,1.37%,4.49%,10.35%,13.64%,4.65%," $139,341.42 "," $1,725.84 "," $4,331.30 "," $18,120.28 "," $2,717.92 "," $2,110.47 ",9.37%,6.25%,0.40%,4.84%,3.34%,7.16%,-1.90%,1.11%,6.78%,9.96%,1.26%,
2005,0.05,3.15%,2.87%,5.30%,13.51%,17.77%," $146,077.85 "," $1,780.19 "," $4,455.50 "," $19,080.36 "," $3,085.13 "," $2,485.47 ",1.69%,1.97%,-0.46%,4.80%,3.34%,1.45%,-0.18%,-0.46%,1.90%,9.84%,13.96%,
2006,0.16,4.73%,1.96%,5.20%,1.73%,23.20%," $168,884.34 "," $1,864.39 "," $4,542.87 "," $20,071.86 "," $3,138.60 "," $3,062.02 ",10.88%,13.65%,10.42%,4.91%,2.52%,12.77%,2.15%,-0.55%,2.61%,-0.77%,20.16%,
2007,0.05,4.36%,10.21%,4.84%,-5.40%,31.92%," $178,147.20 "," $1,945.72 "," $5,006.69 "," $21,044.26 "," $2,969.18 "," $4,039.49 ",1.12%,-4.73%,0.64%,4.79%,4.11%,1.32%,0.24%,5.86%,0.71%,-9.13%,26.72%,
2008,-0.37,1.37%,20.10%,-3.54%,-12.00%,4.32%," $113,030.22 "," $1,972.40 "," $6,013.10 "," $20,299.23 "," $2,613.01 "," $4,213.91 ",-37.92%,-56.65%,-33.01%,3.88%,-0.02%,-36.54%,1.39%,20.13%,-3.52%,-11.98%,4.34%,
2009,0.26,0.15%,-11.12%,20.21%,-3.86%,25.04%," $142,344.87 "," $1,975.37 "," $5,344.65 "," $24,401.63 "," $2,512.27 "," $5,268.90 ",25.78%,37.05%,5.73%,4.29%,2.81%,22.49%,-2.59%,-13.55%,16.92%,-6.49%,21.61%,
2010,0.15,0.14%,8.46%,9.41%,-4.11%,29.24%," $163,441.94 "," $1,978.10 "," $5,796.96 "," $26,697.95 "," $2,408.94 "," $6,809.59 ",14.68%,6.36%,5.41%,4.31%,1.44%,13.19%,-1.28%,6.93%,7.86%,-5.47%,27.41%,
2011,0.02,0.05%,16.04%,12.26%,-3.89%,12.02%," $166,871.56 "," $1,979.15 "," $6,726.52 "," $29,971.89 "," $2,315.35 "," $7,628.39 ",2.05%,-13.94%,-10.16%,4.10%,3.06%,-0.94%,-2.92%,12.59%,8.93%,-6.74%,8.70%,
2012,0.16,0.09%,2.97%,9.33%,6.44%,5.68%," $193,388.43 "," $1,980.88 "," $6,926.40 "," $32,767.39 "," $2,464.39 "," $8,062.02 ",15.80%,12.92%,6.56%,4.20%,1.76%,13.89%,-1.64%,1.19%,7.44%,4.60%,3.86%,
2013,0.32,0.06%,-9.10%,-0.98%,10.71%,-27.61%," $255,553.31 "," $1,982.01 "," $6,295.79 "," $32,445.36 "," $2,728.41 "," $5,835.76 ",32.09%,41.25%,33.13%,4.62%,1.51%,30.18%,-1.43%,-10.46%,-2.46%,9.06%,-28.69%,
2014,0.14,0.03%,10.75%,10.78%,4.51%,0.12%," $290,115.42 "," $1,982.66 "," $6,972.34 "," $35,943.54 "," $2,851.38 "," $5,843.02 ",13.49%,2.78%,2.74%,4.60%,0.65%,12.79%,-0.62%,10.03%,10.06%,3.83%,-0.53%,
2015,0.01,0.05%,1.28%,-1.50%,5.20%,-12.11%," $294,115.79 "," $1,983.69 "," $7,061.89 "," $35,404.08 "," $2,999.65 "," $5,135.66 ",1.33%,0.09%,2.88%,4.54%,0.64%,0.74%,-0.58%,0.64%,-2.13%,4.53%,-12.66%,
2016,0.12,0.32%,0.69%,11.52%,5.30%,8.10%," $328,742.28 "," $1,989.96 "," $7,110.65 "," $39,484.22 "," $3,158.77 "," $5,551.84 ",11.46%,11.08%,0.25%,4.62%,2.05%,9.53%,-1.70%,-1.33%,9.28%,3.19%,5.93%,
2017,0.22,0.93%,2.80%,9.23%,6.21%,12.66%," $399,768.64 "," $2,008.55 "," $7,309.87 "," $43,130.15 "," $3,354.83 "," $6,254.84 ",20.67%,18.80%,12.37%,4.77%,2.13%,19.07%,-1.17%,0.66%,6.96%,3.99%,10.31%,
2018,-0.04,1.94%,-0.02%,-3.27%,4.52%,-0.93%," $382,870.94 "," $2,047.44 "," $7,308.65 "," $41,720.04 "," $3,506.44 "," $6,196.71 ",-6.16%,-4.21%,-0.96%,4.66%,2.00%,-6.11%,-0.06%,-1.98%,-5.17%,2.47%,-2.87%,
2019,0.31,2.06%,9.64%,15.25%,3.69%,19.08%," $502,371.39 "," $2,089.67 "," $8,012.89 "," $48,081.42 "," $3,635.68 "," $7,378.88 ",29.15%,21.58%,15.96%,4.83%,2.31%,28.24%,-0.25%,7.16%,12.64%,1.34%,16.38%,
2020,0.18,0.35%,11.33%,10.60%,10.43%,24.17%," $592,914.80 "," $2,097.08 "," $8,920.90 "," $53,178.62 "," $4,014.96 "," $9,162.31 ",17.67%,6.69%,7.42%,4.84%,1.32%,16.48%,-0.95%,9.88%,9.16%,8.99%,22.55%,
